observer,scene,contrast_A,contrast_B,luminance_A,luminance_B,is_A_selected
"observer0009","Web","C320","C64","L125","L500",1
"observer0009","Face2","C1600","C64","L125","L500",1
"observer0009","Web","C1600","C40000","L500","L500",0
"observer0009","Web","C320","C1600","L125","L250",0
"observer0009","Web","C64","C64","L63","L125",0
"observer0009","Street","C64","C1600","L63","L125",0
"observer0009","Showgirl","C320","C40000","L250","L500",0
"observer0009","Earth","C40000","C320","L125","L500",1
"observer0009","Showgirl","C1600","C40000","L125","L125",1
"observer0009","Face2","C40000","C1600","L250","L500",0
"observer0009","Showgirl","C1600","C8000","L125","L250",1
"observer0009","Werewolf","C40000","C1000000","L980","L980",0
"observer0009","Street","C320","C1600","L500","L980",0
"observer0009","Web","C1600","C40000","L125","L250",0
"observer0009","Showgirl","C8000","C40000","L250","L250",0
"observer0009","Web","C1600","C40000","L63","L125",0
"observer0009","Face2","C40000","C64","L63","L500",1
"observer0009","Showgirl","C1600","C1600","L63","L125",0
"observer0009","Street","C40000","C320","L250","L980",1
"observer0009","Face1","C40000","C8000","L63","L250",0
"observer0009","Earth","C320","C8000","L125","L125",0
"observer0009","Courtyard","C1600","C64","L63","L980",1
"observer0009","Werewolf","C8000","C1600","L500","L980",1
"observer0009","Werewolf","C8000","C320","L63","L125",0
"observer0009","Showgirl","C64","C8000","L250","L500",0
"observer0009","Showgirl","C8000","C40000","L250","L980",0
"observer0009","Werewolf","C64","C320","L63","L63",1
"observer0010","Web","C1600","C40000","L250","L500",1
"observer0010","Werewolf","C64","C8000","L63","L63",1
"observer0010","Face1","C64","C64","L63","L125",0
"observer0010","Showgirl","C40000","C1000000","L500","L980",1
"observer0010","Face1","C8000","C40000","L63","L63",0
"observer0010","Werewolf","C40000","C64","L125","L250",0
"observer0010","Face2","C8000","C320","L250","L500",0
"observer0010","Earth","C1600","C40000","L980","L980",0
"observer0010","Courtyard","C40000","C64","L63","L980",0
"observer0010","Showgirl","C320","C64","L250","L980",0
"observer0010","Face2","C320","C40000","L63","L63",0
"observer0010","Werewolf","C1600","C1600","L125","L250",0
"observer0010","Web","C1600","C8000","L63","L125",1
"observer0010","Earth","C40000","C64","L63","L250",0
"observer0010","Face2","C1600","C40000","L125","L250",0
"observer0010","Showgirl","C8000","C320","L125","L250",0
"observer0010","Face1","C40000","C1600","L125","L250",0
"observer0010","Face1","C40000","C40000","L500","L980",0
"observer0010","Web","C8000","C1600","L500","L980",1
"observer0010","Werewolf","C8000","C64","L63","L125",1
"observer0010","Showgirl","C8000","C64","L63","L250",0
"observer0010","Face2","C40000","C1600","L250","L980",0
"observer0010","Web","C8000","C64","L63","L980",1
"observer0010","Showgirl","C320","C40000","L980","L980",0
"observer0010","Earth","C64","C320","L63","L63",1
"observer0010","Showgirl","C320","C1600","L250","L250",1
"observer0010","Courtyard","C320","C64","L63","L980",0
"observer0010","Courtyard","C8000","C8000","L125","L250",0
"observer0010","Face2","C320","C320","L63","L980",0
"observer0010","Face1","C40000","C40000","L250","L500",1
"observer0010","Courtyard","C1600","C40000","L125","L125",1
"observer0010","Earth","C8000","C64","L63","L500",0
"observer0010","Street","C64","C40000","L63","L63",0
"observer0010","Werewolf","C64","C320","L500","L980",0
"observer0010","Face1","C64","C1600","L63","L980",0
"observer0010","Web","C8000","C1000000","L500","L980",1
"observer0010","Web","C40000","C64","L63","L250",0
"observer0010","Street","C8000","C320","L63","L980",1
"observer0010","Werewolf","C8000","C64","L63","L250",0
"observer0010","Face2","C320","C320","L125","L500",0
"observer0010","Face1","C320","C1600","L125","L125",0
"observer0010","Web","C1600","C1600","L125","L250",0
"observer0010","Earth","C8000","C40000","L500","L500",0
"observer0010","Werewolf","C320","C64","L125","L250",1
"observer0010","Earth","C1600","C1600","L125","L500",0
"observer0010","Showgirl","C40000","C64","L250","L500",1
"observer0010","Web","C320","C64","L63","L980",1
"observer0010","Courtyard","C1600","C1600","L500","L980",1
"observer0010","Web","C8000","C40000","L250","L500",0
"observer0010","Face2","C64","C1600","L63","L63",0
"observer0010","Werewolf","C1600","C8000","L63","L63",0
"observer0010","Face2","C64","C64","L500","L980",1
"observer0010","Showgirl","C320","C40000","L500","L980",0
"observer0010","Face1","C1600","C1000000","L63","L980",1
"observer0010","Web","C1600","C320","L250","L980",0
"observer0010","Web","C40000","C64","L63","L500",0
"observer0010","Earth","C320","C8000","L500","L500",1
"observer0010","Courtyard","C1600","C320","L250","L500",0
"observer0010","Face2","C40000","C320","L125","L500",0
"observer0010","Werewolf","C64","C1600","L250","L980",0
"observer0010","Street","C320","C1600","L980","L980",0
"observer0010","Face1","C8000","C40000","L500","L500",0
"observer0010","Werewolf","C8000","C1600","L125","L250",1
"observer0010","Web","C40000","C64","L63","L125",0
"observer0010","Courtyard","C320","C1600","L980","L980",0
"observer0010","Courtyard","C320","C320","L250","L500",0
"observer0010","Face2","C320","C1600","L250","L980",0
"observer0010","Showgirl","C1600","C8000","L125","L500",0
"observer0010","Face1","C320","C8000","L63","L250",1
"observer0010","Face1","C40000","C320","L63","L250",1
"observer0010","Courtyard","C1600","C64","L125","L500",0
"observer0010","Showgirl","C8000","C320","L500","L980",1
"observer0010","Earth","C8000","C64","L63","L125",0
"observer0010","Earth","C8000","C40000","L980","L980",0
"observer0010","Earth","C8000","C8000","L250","L500",0
"observer0010","Courtyard","C1600","C64","L63","L500",0
"observer0010","Web","C8000","C320","L250","L500",0
"observer0010","Earth","C1600","C64","L63","L980",0
"observer0010","Street","C8000","C8000","L250","L500",0
"observer0010","Face1","C40000","C320","L63","L125",1
"observer0010","Web","C40000","C1600","L63","L125",0
"observer0010","Face1","C8000","C40000","L125","L500",1
"observer0010","Earth","C8000","C1600","L125","L250",0
"observer0010","Web","C320","C1600","L125","L250",0
"observer0010","Face2","C8000","C320","L125","L500",0
"observer0010","Earth","C8000","C8000","L500","L980",0
"observer0010","Showgirl","C8000","C64","L63","L125",0
"observer0010","Web","C40000","C64","L63","L980",1
"observer0010","Web","C320","C8000","L500","L500",0
"observer0010","Face1","C64","C320","L980","L980",0
"observer0010","Showgirl","C320","C40000","L250","L980",0
"observer0010","Face2","C1600","C8000","L500","L500",0
"observer0010","Earth","C8000","C1600","L125","L500",0
"observer0010","Face1","C8000","C1600","L63","L250",0
"observer0010","Earth","C8000","C320","L125","L250",0
"observer0010","Earth","C320","C320","L125","L980",0
"observer0010","Earth","C40000","C40000","L63","L125",0
"observer0010","Face2","C64","C320","L63","L980",0
"observer0010","Street","C64","C64","L125","L980",1
"observer0010","Courtyard","C1600","C8000","L980","L980",1
"observer0010","Street","C1600","C40000","L250","L980",1
"observer0010","Courtyard","C1600","C1000000","L980","L980",1
"observer0010","Courtyard","C320","C320","L125","L500",0
"observer0010","Earth","C40000","C320","L63","L980",0
"observer0010","Showgirl","C8000","C40000","L980","L980",1
"observer0010","Face1","C64","C1600","L63","L500",0
"observer0010","Werewolf","C8000","C64","L250","L500",1
"observer0010","Street","C8000","C320","L250","L980",1
"observer0010","Werewolf","C40000","C1000000","L500","L980",1
"observer0010","Web","C8000","C40000","L500","L980",0
"observer0010","Face1","C320","C320","L63","L500",0
"observer0010","Showgirl","C40000","C64","L125","L250",0
"observer0010","Web","C1600","C40000","L250","L250",0
"observer0010","Showgirl","C40000","C64","L63","L250",0
"observer0010","Showgirl","C320","C8000","L250","L250",1
"observer0010","Earth","C8000","C320","L125","L980",0
"observer0010","Earth","C1600","C1000000","L980","L980",1
"observer0010","Face2","C64","C320","L250","L250",0
"observer0010","Face2","C40000","C8000","L500","L980",1
"observer0010","Face1","C1600","C8000","L500","L980",0
"observer0010","Werewolf","C1600","C8000","L500","L500",0
"observer0010","Face2","C8000","C64","L63","L980",0
"observer0010","Courtyard","C64","C320","L500","L500",0
"observer0010","Showgirl","C1600","C40000","L500","L980",1
"observer0010","Courtyard","C64","C8000","L500","L500",1
"observer0010","Werewolf","C320","C8000","L63","L63",1
"observer0010","Face2","C320","C320","L250","L500",0
"observer0010","Courtyard","C64","C64","L125","L980",0
"observer0010","Face1","C8000","C40000","L63","L500",1
"observer0010","Face2","C1600","C40000","L250","L250",0
"observer0010","Face1","C64","C320","L500","L980",0
"observer0010","Showgirl","C64","C320","L250","L250",0
"observer0010","Werewolf","C1600","C64","L125","L250",0
"observer0010","Street","C40000","C40000","L125","L250",1
"observer0010","Web","C1600","C1600","L250","L500",0
"observer0010","Werewolf","C8000","C64","L63","L980",0
"observer0010","Showgirl","C64","C40000","L63","L125",0
"observer0010","Showgirl","C1600","C40000","L980","L980",0
"observer0010","Werewolf","C40000","C40000","L500","L980",0
"observer0010","Street","C320","C1600","L500","L500",0
"observer0010","Courtyard","C64","C64","L500","L980",1
"observer0010","Showgirl","C320","C1000000","L980","L980",1
"observer0010","Face2","C64","C64","L125","L980",0
"observer0010","Face1","C1600","C1600","L63","L250",0
"observer0010","Courtyard","C1600","C40000","L980","L980",0
"observer0010","Street","C1600","C64","L63","L980",1
"observer0010","Earth","C40000","C1600","L250","L500",0
"observer0010","Courtyard","C1600","C64","L125","L250",1
"observer0010","Showgirl","C320","C8000","L125","L125",1
"observer0010","Street","C320","C320","L63","L980",1
"observer0010","Street","C64","C64","L250","L500",1
"observer0010","Face1","C320","C40000","L63","L500",1
"observer0010","Face2","C1600","C40000","L500","L980",0
"observer0010","Courtyard","C8000","C1600","L63","L125",0
"observer0010","Werewolf","C320","C40000","L250","L250",0
"observer0010","Earth","C64","C8000","L63","L63",0
"observer0010","Web","C1600","C64","L63","L980",1
"observer0010","Face1","C64","C64","L250","L500",1
"observer0010","Street","C8000","C40000","L125","L500",1
"observer0010","Street","C8000","C320","L250","L500",1
"observer0010","Street","C40000","C320","L63","L980",1
"observer0010","Courtyard","C1600","C8000","L125","L250",0
"observer0010","Street","C1600","C1600","L250","L500",1
"observer0010","Courtyard","C320","C40000","L500","L500",0
"observer0010","Web","C40000","C1600","L125","L250",0
"observer0010","Face1","C64","C64","L125","L500",1
"observer0010","Face2","C40000","C40000","L250","L500",0
"observer0010","Werewolf","C1600","C8000","L500","L980",1
"observer0010","Web","C320","C8000","L500","L980",0
"observer0010","Earth","C320","C1600","L63","L63",0
"observer0010","Street","C8000","C8000","L125","L980",1
"observer0010","Earth","C8000","C320","L125","L500",0
"observer0010","Earth","C40000","C64","L63","L500",0
"observer0010","Street","C320","C1600","L125","L125",0
"observer0010","Courtyard","C320","C1600","L500","L980",1
"observer0010","Street","C320","C8000","L250","L250",0
"observer0010","Face2","C40000","C320","L63","L500",0
"observer0010","Werewolf","C320","C64","L250","L500",0
"observer0010","Face2","C8000","C40000","L500","L500",1
"observer0010","Face2","C320","C64","L63","L500",0
"observer0010","Showgirl","C1600","C64","L63","L250",0
"observer0010","Werewolf","C320","C40000","L63","L63",0
"observer0010","Web","C320","C1600","L250","L250",0
"observer0010","Courtyard","C1600","C40000","L250","L250",1
"observer0010","Street","C8000","C40000","L125","L250",1
"observer0010","Showgirl","C40000","C320","L250","L980",0
"observer0010","Street","C64","C320","L125","L980",1
"observer0010","Street","C1600","C8000","L125","L250",1
"observer0010","Werewolf","C8000","C320","L125","L500",0
"observer0010","Werewolf","C1600","C40000","L500","L500",0
"observer0010","Showgirl","C320","C40000","L63","L125",0
"observer0010","Street","C40000","C8000","L125","L250",1
"observer0010","Werewolf","C320","C8000","L980","L980",0
"observer0010","Werewolf","C64","C320","L500","L500",1
"observer0010","Face2","C1600","C1000000","L500","L980",0
"observer0010","Street","C64","C64","L250","L980",1
"observer0010","Courtyard","C64","C40000","L63","L63",0
"observer0010","Web","C64","C64","L63","L980",1
"observer0010","Street","C40000","C1000000","L980","L980",0
"observer0010","Face1","C320","C8000","L63","L980",0
"observer0011","Face2","C64","C64","L250","L980",0
"observer0011","Earth","C64","C64","L63","L500",0
"observer0011","Showgirl","C40000","C1000000","L250","L980",0
"observer0011","Werewolf","C8000","C40000","L500","L980",1
"observer0011","Face2","C1600","C8000","L250","L250",1
"observer0011","Face2","C320","C8000","L250","L250",0
"observer0011","Earth","C40000","C320","L125","L250",0
"observer0011","Face1","C40000","C1000000","L250","L980",1
"observer0011","Street","C1600","C8000","L500","L500",1
"observer0011","Werewolf","C320","C320","L125","L500",0
"observer0011","Street","C8000","C8000","L63","L250",0
"observer0011","Web","C320","C8000","L250","L250",1
"observer0011","Web","C40000","C320","L250","L500",0
"observer0011","Earth","C320","C40000","L250","L250",1
"observer0011","Earth","C8000","C320","L250","L980",0
"observer0011","Showgirl","C1600","C1600","L500","L980",0
"observer0011","Showgirl","C40000","C64","L250","L980",1
"observer0011","Street","C1600","C320","L63","L125",0
"observer0011","Face2","C320","C64","L63","L250",0
"observer0011","Werewolf","C8000","C1000000","L500","L980",1
"observer0011","Face1","C320","C1600","L250","L980",0
"observer0011","Face2","C8000","C40000","L500","L980",0
"observer0011","Web","C1600","C1000000","L500","L980",0
"observer0011","Face2","C8000","C8000","L125","L250",0
"observer0011","Street","C64","C64","L500","L980",1
"observer0011","Courtyard","C8000","C320","L63","L250",0
"observer0011","Showgirl","C64","C8000","L125","L125",0
"observer0011","Face1","C64","C320","L63","L250",0
"observer0011","Courtyard","C1600","C40000","L500","L500",0
"observer0011","Courtyard","C320","C1600","L125","L125",1
"observer0011","Street","C320","C40000","L63","L63",0
"observer0011","Web","C64","C64","L250","L500",0
"observer0011","Courtyard","C40000","C40000","L500","L980",1
"observer0011","Earth","C1600","C64","L125","L500",1
"observer0011","Face2","C1600","C320","L250","L500",1
"observer0011","Werewolf","C8000","C1600","L63","L125",0
"observer0011","Face1","C320","C320","L250","L500",1
"observer0011","Showgirl","C40000","C8000","L63","L125",0
"observer0011","Werewolf","C8000","C320","L125","L250",0
"observer0011","Face1","C64","C64","L500","L980",1
"observer0011","Showgirl","C320","C8000","L63","L125",0
"observer0011","Face1","C8000","C8000","L125","L500",0
"observer0011","Street","C64","C320","L980","L980",0
"observer0011","Web","C1600","C40000","L63","L63",0
"observer0011","Werewolf","C8000","C1600","L250","L980",1
"observer0011","Showgirl","C320","C1600","L125","L250",0
"observer0011","Earth","C320","C40000","L500","L500",0
"observer0011","Street","C1600","C8000","L63","L63",1
"observer0011","Werewolf","C64","C1600","L125","L125",0
"observer0011","Face1","C320","C320","L250","L980",1
"observer0011","Werewolf","C40000","C320","L250","L500",1
"observer0011","Face2","C8000","C64","L250","L500",1
"observer0011","Face1","C1600","C8000","L980","L980",0
"observer0011","Web","C1600","C8000","L250","L250",1
"observer0011","Web","C64","C320","L125","L250",0
"observer0011","Face1","C8000","C1600","L250","L980",1
"observer0011","Face1","C1600","C1000000","L125","L980",1
"observer0011","Street","C320","C64","L63","L125",0
"observer0011","Werewolf","C320","C1600","L500","L500",1
"observer0011","Face2","C320","C8000","L500","L980",0
"observer0011","Street","C8000","C8000","L500","L980",1
"observer0011","Street","C320","C8000","L63","L63",1
"observer0011","Earth","C8000","C64","L63","L980",0
"observer0011","Face1","C40000","C1600","L63","L980",0
"observer0011","Street","C1600","C40000","L500","L500",0
"observer0011","Face2","C1600","C1600","L250","L980",0
"observer0011","Earth","C320","C8000","L250","L980",0
"observer0011","Earth","C320","C1600","L500","L980",0
"observer0011","Earth","C320","C8000","L63","L63",1
"observer0011","Street","C320","C40000","L63","L250",0
"observer0011","Face1","C40000","C40000","L125","L250",1
"observer0011","Face2","C320","C64","L125","L250",0
"observer0011","Street","C40000","C1600","L125","L500",0
"observer0011","Street","C8000","C40000","L125","L500",0
"observer0011","Street","C320","C320","L63","L250",0
"observer0011","Werewolf","C1600","C1600","L250","L980",1
"observer0011","Face1","C1600","C40000","L250","L250",0
"observer0011","Face2","C1600","C8000","L125","L250",0
"observer0011","Showgirl","C8000","C1000000","L500","L980",0
"observer0011","Courtyard","C8000","C40000","L63","L125",0
"observer0011","Courtyard","C1600","C64","L63","L125",0
"observer0011","Werewolf","C8000","C320","L500","L980",0
"observer0011","Courtyard","C8000","C320","L63","L125",0
"observer0011","Earth","C320","C40000","L500","L980",0
"observer0011","Earth","C1600","C8000","L125","L125",0
"observer0011","Courtyard","C40000","C1600","L500","L980",1
"observer0011","Werewolf","C40000","C64","L63","L125",0
"observer0011","Earth","C1600","C40000","L125","L250",1
"observer0011","Face1","C64","C320","L250","L250",0
"observer0011","Showgirl","C1600","C64","L63","L125",1
"observer0011","Werewolf","C1600","C64","L63","L125",0
"observer0011","Courtyard","C40000","C8000","L500","L980",0
"observer0011","Courtyard","C64","C320","L63","L63",0
"observer0011","Face2","C64","C8000","L63","L63",0
"observer0011","Earth","C8000","C1000000","L980","L980",0
"observer0011","Showgirl","C8000","C1600","L125","L250",0
"observer0011","Face2","C1600","C40000","L63","L63",0
"observer0011","Showgirl","C320","C320","L250","L500",0
"observer0011","Earth","C64","C1600","L63","L63",0
"observer0011","Courtyard","C320","C64","L125","L980",1
"observer0011","Face1","C64","C320","L980","L980",0
"observer0011","Web","C64","C64","L125","L500",0
"observer0011","Street","C320","C40000","L250","L500",0
"observer0011","Courtyard","C8000","C40000","L250","L500",1
"observer0011","Web","C320","C64","L63","L125",1
"observer0011","Street","C1600","C1600","L125","L980",0
"observer0011","Street","C320","C64","L63","L250",1
"observer0011","Face2","C8000","C40000","L250","L250",0
"observer0011","Werewolf","C8000","C40000","L500","L500",1
"observer0011","Courtyard","C320","C1600","L500","L500",0
"observer0011","Showgirl","C40000","C320","L250","L500",0
"observer0011","Earth","C320","C1600","L250","L250",1
"observer0011","Web","C64","C64","L125","L980",1
"observer0011","Courtyard","C1600","C1600","L250","L500",1
"observer0011","Courtyard","C1600","C320","L500","L980",1
"observer0011","Face2","C64","C320","L250","L980",0
"observer0011","Face2","C1600","C1600","L500","L980",1
"observer0011","Showgirl","C8000","C64","L250","L500",0
"observer0011","Web","C320","C8000","L63","L125",0
"observer0011","Face2","C1600","C64","L63","L250",0
"observer0011","Showgirl","C1600","C40000","L63","L125",0
"observer0011","Werewolf","C320","C64","L63","L125",1
"observer0011","Web","C320","C8000","L125","L250",0
"observer0011","Earth","C320","C8000","L250","L250",0
"observer0011","Courtyard","C320","C64","L63","L125",1
"observer0011","Werewolf","C64","C64","L63","L125",1
"observer0011","Face2","C40000","C1000000","L500","L980",0
"observer0011","Web","C40000","C40000","L250","L980",0
"observer0011","Face1","C320","C1600","L125","L980",1
"observer0011","Earth","C64","C1600","L125","L125",1
"observer0011","Courtyard","C40000","C64","L63","L125",0
"observer0011","Web","C1600","C8000","L500","L500",0
"observer0011","Web","C8000","C40000","L250","L250",1
"observer0011","Courtyard","C320","C8000","L250","L500",1
"observer0011","Courtyard","C320","C8000","L250","L250",0
"observer0011","Face1","C8000","C1000000","L980","L980",1
"observer0011","Face1","C1600","C1600","L500","L980",1
"observer0011","Face2","C1600","C8000","L63","L63",0
"observer0011","Web","C8000","C64","L63","L125",1
"observer0011","Street","C8000","C1000000","L125","L980",0
"observer0011","Face1","C40000","C1600","L500","L980",1
"observer0011","Showgirl","C64","C64","L500","L980",0
"observer0011","Earth","C320","C1600","L250","L500",0
"observer0011","Street","C1600","C8000","L250","L980",0
"observer0011","Courtyard","C320","C40000","L250","L250",0
"observer0011","Face2","C1600","C40000","L500","L500",0
"observer0011","Showgirl","C40000","C8000","L250","L980",0
"observer0011","Showgirl","C1600","C8000","L500","L500",0
"observer0011","Face2","C40000","C8000","L125","L250",0
"observer0011","Face2","C8000","C1600","L500","L980",0
"observer0011","Earth","C40000","C64","L63","L125",0
"observer0011","Face1","C320","C1600","L63","L980",0
"observer0011","Web","C40000","C320","L250","L980",0
"observer0011","Earth","C320","C8000","L250","L500",0
"observer0011","Street","C8000","C40000","L125","L980",0
"observer0011","Web","C320","C40000","L63","L125",0
"observer0011","Face1","C1600","C40000","L980","L980",0
"observer0011","Street","C64","C320","L63","L63",0
"observer0011","Werewolf","C1600","C40000","L125","L125",1
"observer0011","Web","C1600","C8000","L500","L980",0
"observer0011","Face1","C1600","C8000","L63","L250",0
"observer0011","Werewolf","C8000","C1600","L500","L980",0
"observer0011","Showgirl","C1600","C64","L125","L500",0
"observer0011","Web","C320","C1600","L63","L63",1
"observer0011","Werewolf","C40000","C320","L125","L250",1
"observer0011","Street","C1600","C1600","L500","L980",1
"observer0011","Showgirl","C8000","C40000","L63","L125",0
"observer0011","Web","C320","C1600","L63","L125",0
"observer0011","Showgirl","C1600","C64","L250","L500",0
"observer0011","Street","C320","C320","L63","L500",0
"observer0011","Showgirl","C40000","C1000000","L980","L980",0
"observer0011","Earth","C1600","C320","L250","L500",0
"observer0011","Earth","C1600","C64","L125","L250",1
"observer0011","Werewolf","C64","C320","L250","L250",0
"observer0011","Showgirl","C1600","C64","L125","L250",0
"observer0011","Street","C320","C320","L63","L980",0
"observer0011","Showgirl","C40000","C1600","L500","L980",0
"observer0011","Earth","C320","C64","L125","L980",1
"observer0011","Face2","C1600","C8000","L63","L250",0
"observer0011","Courtyard","C320","C64","L125","L500",1
"observer0011","Face1","C8000","C320","L63","L500",1
"observer0011","Showgirl","C320","C1600","L980","L980",0
"observer0011","Showgirl","C64","C1600","L63","L63",0
"observer0011","Web","C64","C1600","L63","L63",0
"observer0011","Web","C40000","C1600","L250","L500",0
"observer0011","Earth","C320","C1600","L125","L125",0
"observer0011","Werewolf","C320","C1600","L250","L250",1
"observer0011","Werewolf","C64","C64","L125","L980",1
"observer0011","Werewolf","C8000","C8000","L500","L980",0
"observer0011","Courtyard","C320","C8000","L125","L125",1
"observer0011","Web","C1600","C1600","L500","L980",0
"observer0011","Courtyard","C1600","C320","L63","L125",0
"observer0011","Face1","C8000","C40000","L125","L250",0
"observer0011","Werewolf","C64","C1600","L500","L980",0
"observer0011","Face2","C64","C64","L125","L250",0
"observer0011","Face1","C64","C320","L125","L250",0
"observer0011","Courtyard","C8000","C1000000","L250","L980",0
"observer0011","Courtyard","C320","C64","L125","L250",1
"observer0011","Werewolf","C320","C1600","L500","L980",0
"observer0011","Web","C40000","C40000","L250","L500",0
"observer0012","Courtyard","C8000","C40000","L125","L250",0
"observer0012","Face1","C8000","C320","L63","L125",1
"observer0012","Face1","C320","C40000","L125","L500",0
"observer0012","Werewolf","C8000","C40000","L125","L125",0
"observer0012","Web","C8000","C64","L125","L250",0
"observer0012","Werewolf","C1600","C40000","L250","L250",0
"observer0012","Courtyard","C64","C40000","L63","L63",0
"observer0012","Earth","C1600","C1600","L125","L250",1
"observer0012","Earth","C40000","C320","L63","L125",1
"observer0012","Face1","C320","C320","L125","L250",1
"observer0012","Earth","C1600","C8000","L500","L500",0
"observer0012","Courtyard","C64","C64","L250","L980",1
"observer0012","Courtyard","C1600","C8000","L63","L63",1
"observer0012","Earth","C1600","C8000","L63","L63",1
"observer0012","Werewolf","C64","C8000","L125","L125",0
"observer0012","Face2","C64","C320","L63","L63",0
"observer0012","Face2","C64","C64","L63","L125",0
"observer0012","Courtyard","C64","C8000","L250","L500",0
"observer0012","Face1","C320","C1000000","L125","L980",0
"observer0012","Street","C40000","C40000","L125","L250",0
"observer0012","Street","C320","C1600","L63","L63",0
"observer0012","Street","C8000","C64","L63","L500",1
"observer0012","Earth","C1600","C1600","L250","L500",1
"observer0012","Earth","C320","C40000","L125","L250",0
"observer0012","Showgirl","C40000","C8000","L500","L980",0
"observer0012","Showgirl","C1600","C1000000","L980","L980",1
"observer0012","Showgirl","C64","C320","L63","L63",0
"observer0012","Face1","C320","C320","L63","L125",1
"observer0012","Web","C1600","C320","L250","L500",1
"observer0012","Street","C8000","C40000","L125","L125",1
"observer0012","Showgirl","C1600","C8000","L125","L250",0
"observer0012","Courtyard","C8000","C64","L125","L500",1
"observer0012","Courtyard","C1600","C40000","L250","L980",0
"observer0012","Courtyard","C320","C320","L500","L980",0
"observer0012","Face1","C64","C64","L250","L980",1
"observer0012","Face2","C1600","C64","L63","L500",0
"observer0012","Werewolf","C40000","C64","L250","L500",1
"observer0012","Showgirl","C1600","C8000","L63","L250",0
"observer0012","Werewolf","C40000","C64","L63","L980",0
"observer0012","Werewolf","C8000","C320","L250","L500",0
"observer0012","Werewolf","C8000","C40000","L250","L250",1
"observer0012","Face2","C1600","C8000","L980","L980",0
"observer0012","Web","C40000","C8000","L125","L250",0
"observer0012","Face2","C64","C64","L500","L980",1
"observer0012","Showgirl","C320","C1600","L500","L500",0
"observer0012","Earth","C1600","C64","L63","L980",1
"observer0012","Web","C1600","C64","L63","L125",0
"observer0012","Courtyard","C1600","C320","L250","L980",1
"observer0012","Showgirl","C1600","C8000","L250","L250",1
"observer0012","Face2","C8000","C40000","L980","L980",0
"observer0012","Earth","C1600","C8000","L250","L250",0
"observer0012","Earth","C320","C64","L125","L250",1
"observer0012","Werewolf","C320","C1600","L125","L250",0
"observer0012","Showgirl","C64","C320","L125","L125",0
"observer0012","Courtyard","C40000","C64","L63","L250",1
"observer0012","Face2","C8000","C40000","L125","L125",0
"observer0012","Face2","C320","C64","L63","L500",0
"observer0012","Street","C1600","C320","L125","L500",1
"observer0012","Web","C40000","C1000000","L980","L980",1
"observer0012","Face2","C8000","C8000","L250","L980",0
"observer0012","Street","C40000","C64","L63","L125",1
"observer0012","Showgirl","C8000","C64","L250","L980",1
"observer0012","Courtyard","C64","C64","L125","L250",1
"observer0012","Showgirl","C320","C8000","L500","L500",1
"observer0012","Web","C8000","C64","L63","L500",0
"observer0012","Street","C40000","C320","L250","L500",1
"observer0012","Werewolf","C40000","C8000","L250","L500",0
"observer0012","Courtyard","C8000","C64","L63","L250",0
"observer0012","Face2","C8000","C320","L125","L250",0
"observer0012","Street","C320","C320","L125","L500",1
"observer0012","Web","C1600","C40000","L125","L125",0
"observer0012","Werewolf","C320","C1000000","L250","L980",0
"observer0012","Web","C1600","C320","L500","L980",1
"observer0012","Werewolf","C40000","C8000","L500","L980",1
"observer0012","Courtyard","C8000","C320","L250","L980",1
"observer0012","Earth","C1600","C40000","L500","L980",0
"observer0012","Werewolf","C64","C64","L63","L250",0
"observer0012","Street","C1600","C40000","L63","L63",0
"observer0012","Courtyard","C1600","C1000000","L250","L980",0
"observer0012","Showgirl","C320","C320","L500","L980",1
"observer0012","Earth","C40000","C40000","L500","L980",1
"observer0012","Werewolf","C8000","C320","L250","L980",0
"observer0012","Web","C320","C8000","L63","L63",1
"observer0012","Web","C320","C40000","L250","L250",1
"observer0012","Face2","C8000","C64","L125","L500",0
"observer0012","Web","C8000","C64","L63","L980",0
"observer0012","Face1","C64","C64","L63","L500",1
"observer0012","Courtyard","C1600","C40000","L500","L980",1
"observer0012","Web","C1600","C8000","L63","L63",0
"observer0012","Showgirl","C64","C8000","L250","L250",0
"observer0012","Web","C320","C1000000","L500","L980",0
"observer0012","Street","C40000","C320","L125","L250",1
"observer0012","Face1","C64","C64","L63","L250",1
"observer0012","Werewolf","C8000","C40000","L980","L980",0
"observer0012","Face2","C40000","C1600","L250","L500",1
"observer0012","Street","C1600","C40000","L500","L980",0
"observer0012","Werewolf","C320","C8000","L63","L125",0
"observer0012","Street","C40000","C8000","L125","L980",0
"observer0012","Showgirl","C1600","C40000","L125","L125",1
"observer0012","Street","C64","C320","L63","L500",0
"observer0012","Earth","C64","C64","L125","L980",1
"observer0012","Werewolf","C1600","C1600","L250","L500",0
"observer0012","Face2","C64","C320","L500","L980",0
"observer0012","Showgirl","C40000","C8000","L63","L250",0
"observer0012","Showgirl","C8000","C40000","L500","L500",1
"observer0012","Street","C40000","C1600","L125","L980",1
"observer0012","Earth","C320","C64","L125","L500",1
"observer0012","Showgirl","C40000","C8000","L250","L500",0
"observer0012","Werewolf","C320","C1600","L980","L980",0
"observer0012","Earth","C320","C8000","L125","L125",0
"observer0012","Street","C40000","C8000","L63","L250",0
"observer0012","Street","C40000","C1600","L125","L250",1
"observer0012","Earth","C64","C320","L125","L125",0
"observer0012","Face2","C40000","C8000","L250","L980",0
